t,cycle,phase,kpa,amp
211.42,1,hold,-75.38,0.57
211.51,1,hold,-75.37,0.73
211.59,1,hold,-75.37,0.57
211.68,1,hold,-75.36,0.73
211.77,1,hold,-75.35,0.49
211.85,1,hold,-75.34,0.49
211.94,1,hold,-75.35,0.65
212.02,1,hold,-75.33,0.73
212.11,1,hold,-75.33,0.65
212.19,1,hold,-75.32,0.49
212.28,1,hold,-75.31,0.73
212.37,1,hold,-75.3,0.57
212.45,1,hold,-75.29,0.65
212.54,1,hold,-75.29,0.49
212.62,1,hold,-75.29,0.57
212.71,1,hold,-75.25,0.57
212.79,1,hold,-75.27,0.73
212.88,1,hold,-75.26,0.73
212.96,1,hold,-75.27,0.57
213.05,1,hold,-75.23,0.49
213.13,1,hold,-75.22,0.49
213.22,1,hold,-75.23,0.65
213.3,1,hold,-75.21,0.73
213.39,1,hold,-75.21,0.49
213.48,1,hold,-75.19,0.65
213.56,1,hold,-75.2,0.65
213.65,1,hold,-75.17,0.81
213.73,1,hold,-75.17,0.73
213.82,1,hold,-75.17,0.65
213.91,1,hold,-75.14,0.57
213.99,1,hold,-75.15,0.65
214.08,1,hold,-75.14,0.49
214.16,1,hold,-75.16,0.57
214.25,1,hold,-75.11,0.73
214.33,1,hold,-75.11,0.73
214.42,1,hold,-75.11,0.65
214.5,1,hold,-75.12,0.65
214.59,1,hold,-75.12,0.73
214.68,1,hold,-75.09,0.41
214.76,1,hold,-75.09,0.57
214.85,1,hold,-75.11,0.57
214.93,1,hold,-75.06,0.49
215.02,1,hold,-75.05,0.73
215.1,1,hold,-75.06,0.57
215.19,1,hold,-75.06,0.65
215.27,1,hold,-75.02,0.65
215.36,1,hold,-75.03,0.65
215.45,1,hold,-75.02,0.57
215.53,1,hold,-75.01,0.65
215.62,1,hold,-75.01,0.73
215.7,1,hold,-75.0,0.57
215.79,1,hold,-75.0,0.65
215.87,1,hold,-74.97,0.57
215.96,1,hold,-74.98,0.65
216.04,1,hold,-74.97,0.57
216.13,1,hold,-74.98,0.49
216.22,1,hold,-74.95,0.49
216.3,1,hold,-74.95,0.49
216.39,1,hold,-74.94,0.57
216.47,1,hold,-74.95,0.73
216.56,1,hold,-74.94,0.57
216.64,1,hold,-74.9,0.73
216.73,1,hold,-74.91,0.57
216.81,1,hold,-74.91,0.65
216.9,1,hold,-74.88,0.73
216.98,1,hold,-74.87,0.65
217.07,1,hold,-74.87,0.49
217.16,1,hold,-74.88,0.65
217.24,1,hold,-74.84,0.73
217.33,1,hold,-74.84,0.73
217.41,1,hold,-74.83,0.57
217.5,1,hold,-74.84,0.57
217.59,1,hold,-74.8,0.57
217.67,1,hold,-74.82,0.73
217.76,1,hold,-74.8,0.81
217.84,1,hold,-74.78,0.65
217.93,1,hold,-74.79,0.65
218.01,1,hold,-74.78,0.65
218.1,1,hold,-74.77,0.65
218.18,1,hold,-74.78,0.57
218.27,1,hold,-74.75,0.65
218.35,1,hold,-74.75,0.65
218.44,1,hold,-74.76,0.73
218.53,1,hold,-74.74,0.81
218.61,1,hold,-74.71,0.49
218.7,1,hold,-74.71,0.73
218.78,1,hold,-74.72,0.57
218.87,1,hold,-74.69,0.73
218.96,1,hold,-74.7,0.57
219.04,1,hold,-74.7,0.73
219.13,1,hold,-74.68,0.73
219.21,1,hold,-74.67,0.49
219.3,1,hold,-74.66,0.65
219.38,1,hold,-74.66,0.65
219.47,1,hold,-74.66,0.49
219.55,1,hold,-74.66,0.57
219.64,1,hold,-74.63,0.65
219.72,1,hold,-74.62,0.65
219.81,1,hold,-74.63,0.57
219.89,1,hold,-74.61,0.65
219.98,1,hold,-74.61,0.49
220.07,1,hold,-74.61,0.49
220.15,1,hold,-74.61,0.65
220.24,1,hold,-74.57,0.57
220.32,1,hold,-74.57,0.73
220.41,1,hold,-74.57,0.65
220.49,1,hold,-74.57,0.57
220.58,1,hold,-74.56,0.57
220.66,1,hold,-74.56,0.49
220.75,1,hold,-74.54,0.49
220.83,1,hold,-74.54,0.65
220.92,1,hold,-74.53,0.65
221.0,1,hold,-74.52,0.49
221.09,1,hold,-74.52,0.57
221.18,1,hold,-74.51,0.73
221.26,1,hold,-74.49,0.49
221.35,1,hold,-74.49,0.57
221.43,1,hold,-74.49,0.57
221.52,1,hold,-74.45,0.65
221.6,1,hold,-74.46,0.65
221.69,1,hold,-74.46,0.57
221.77,1,hold,-74.47,0.65
221.86,1,hold,-74.46,0.65
221.94,1,hold,-74.44,0.57
222.03,1,hold,-74.43,0.73
222.12,1,hold,-74.42,0.81
222.2,1,hold,-74.42,0.49
222.29,1,hold,-74.4,0.57
222.38,1,hold,-74.4,0.65
222.46,1,hold,-74.41,0.73
222.55,1,hold,-74.38,0.57
222.63,1,hold,-74.37,0.65
222.72,1,hold,-74.37,0.65
222.8,1,hold,-74.37,0.57
222.89,1,hold,-74.36,0.65
222.97,1,hold,-74.35,0.57
223.06,1,hold,-74.34,0.49
223.14,1,hold,-74.34,0.57
223.23,1,hold,-74.31,0.49
223.32,1,hold,-74.36,0.73
223.4,1,hold,-74.36,0.73
223.49,1,hold,-74.34,0.65
223.57,1,hold,-74.34,0.65
223.66,1,hold,-74.34,0.57
223.74,1,hold,-74.33,0.41
223.83,1,hold,-74.32,0.73
223.91,1,hold,-74.31,0.57
224.0,1,hold,-74.31,0.49
224.09,1,hold,-74.29,0.73
224.17,1,hold,-74.29,0.57
224.26,1,hold,-74.29,0.49
224.35,1,hold,-74.27,0.73
224.43,1,hold,-74.26,0.57
224.52,1,hold,-74.26,0.49
224.6,1,hold,-74.26,0.65
224.69,1,hold,-74.25,0.65
224.77,1,hold,-74.23,0.73
224.86,1,hold,-74.22,0.49
224.94,1,hold,-74.22,0.57
225.03,1,hold,-74.21,0.65
225.11,1,hold,-74.2,0.73
225.2,1,hold,-74.19,0.65
225.29,1,hold,-74.19,0.65
225.37,1,hold,-74.17,0.65
225.46,1,hold,-74.16,0.49
225.54,1,hold,-74.17,0.49
225.63,1,hold,-74.16,0.57
225.72,1,hold,-74.14,0.65
225.8,1,hold,-74.14,0.65
225.89,1,hold,-74.13,0.57
225.97,1,hold,-74.11,0.65
226.06,1,hold,-74.11,0.65
226.15,1,hold,-74.11,0.65
226.23,1,hold,-74.11,0.65
226.32,1,hold,-74.11,0.49
226.4,1,hold,-74.09,0.49
226.49,1,hold,-74.09,0.57
226.57,1,hold,-74.07,0.65
226.66,1,hold,-74.07,0.57
226.75,1,hold,-74.06,0.73
226.83,1,hold,-74.05,0.49
226.92,1,hold,-74.04,0.73
227.0,1,hold,-74.02,0.65
227.09,1,hold,-74.02,0.65
227.18,1,hold,-74.02,0.57
227.26,1,hold,-74.0,0.65
227.35,1,hold,-74.0,0.49
227.43,1,hold,-74.01,0.57
227.52,1,hold,-73.99,0.65
227.61,1,hold,-73.96,0.73
227.69,1,hold,-73.96,0.57
227.78,1,hold,-73.97,0.65
227.86,1,hold,-73.97,0.57
227.95,1,hold,-73.94,0.65
228.03,1,hold,-73.92,0.73
228.12,1,hold,-73.94,0.49
228.2,1,hold,-73.91,0.49
228.29,1,hold,-73.91,0.57
228.37,1,hold,-73.91,0.65
228.46,1,hold,-73.91,0.65
228.54,1,hold,-73.89,0.49
228.63,1,hold,-73.88,0.49
228.72,1,hold,-73.87,0.73
228.8,1,hold,-73.87,0.41
228.89,1,hold,-73.87,0.73
228.97,1,hold,-73.83,0.57
229.06,1,hold,-73.85,0.73
229.14,1,hold,-73.86,0.49
229.23,1,hold,-73.84,0.49
229.32,1,hold,-73.83,0.57
229.4,1,hold,-73.82,0.65
229.49,1,hold,-73.82,0.73
229.57,1,hold,-73.81,0.49
229.66,1,hold,-73.79,0.57
229.74,1,hold,-73.79,0.57
229.82,1,hold,-73.78,0.73
229.91,1,hold,-73.76,0.73
230.0,1,hold,-73.77,0.65
230.08,1,hold,-73.77,0.65
230.16,1,hold,-73.74,0.65
230.25,1,hold,-73.72,0.65
230.34,1,hold,-73.74,0.57
230.42,1,hold,-73.74,0.65
230.51,1,hold,-73.71,0.57
230.59,1,hold,-73.71,0.65
230.68,1,hold,-73.69,0.57
230.76,1,hold,-73.7,0.73
230.85,1,hold,-73.69,0.65
230.93,1,hold,-73.68,0.49
231.02,1,hold,-73.67,0.57
231.11,1,hold,-73.67,0.49
231.19,1,hold,-73.66,0.57
231.28,1,hold,-73.64,0.57
231.36,1,hold,-73.64,0.41
231.45,1,hold,-73.65,0.65
231.53,1,hold,-73.61,0.57
231.62,1,hold,-73.61,0.57
231.71,1,hold,-73.62,0.65
231.79,1,hold,-73.64,0.65
231.88,1,hold,-73.61,0.57
231.96,1,hold,-73.59,0.73
232.05,1,hold,-73.59,0.49
232.14,1,hold,-73.59,0.49
232.22,1,hold,-73.55,0.57
232.31,1,hold,-73.55,0.65
232.39,1,hold,-73.57,0.57
232.48,1,hold,-73.57,0.73
232.57,1,hold,-73.54,0.73
232.65,1,hold,-73.52,0.65
232.74,1,hold,-73.53,0.73
232.82,1,hold,-73.54,0.65
232.91,1,hold,-73.5,0.57
232.99,1,hold,-73.5,0.49
233.08,1,hold,-73.51,0.65
233.16,1,hold,-73.49,0.73
233.25,1,hold,-73.48,0.65
233.34,1,hold,-73.47,0.57
233.42,1,hold,-73.47,0.57
233.5,1,hold,-73.44,0.65
233.59,1,hold,-73.45,0.57
233.68,1,hold,-73.45,0.49
233.76,1,hold,-73.43,0.49
233.85,1,hold,-73.44,0.73
233.94,1,hold,-73.41,0.57
234.02,1,hold,-73.41,0.65
234.11,1,hold,-73.41,0.57
234.19,1,hold,-73.39,0.73
234.28,1,hold,-73.39,0.65
234.36,1,hold,-73.39,0.73
234.45,1,hold,-73.38,0.73
234.54,1,hold,-73.36,0.57
234.62,1,hold,-73.36,0.65
234.71,1,hold,-73.36,0.57
234.79,1,hold,-73.36,0.65
234.88,1,hold,-73.32,0.73
234.96,1,hold,-73.33,0.73
235.05,1,hold,-73.32,0.65
235.13,1,hold,-73.32,0.73
235.22,1,hold,-73.29,0.73
235.31,1,hold,-73.3,0.57
235.39,1,hold,-73.3,0.57
235.47,1,hold,-73.29,0.49
235.56,1,hold,-73.28,0.49
235.65,1,hold,-73.28,0.57
235.73,1,hold,-73.28,0.65
235.82,1,hold,-73.26,0.65
235.9,1,hold,-73.25,0.57
235.99,1,hold,-73.23,0.49
236.07,1,hold,-73.24,0.57
236.16,1,hold,-73.24,0.65
236.25,1,hold,-73.21,0.57
236.33,1,hold,-73.21,0.65
236.42,1,hold,-73.21,0.65
236.5,1,hold,-73.2,0.73
236.59,1,hold,-73.19,0.65
236.67,1,hold,-73.19,0.57
236.76,1,hold,-73.17,0.57
236.84,1,hold,-73.15,0.57
236.93,1,hold,-73.16,0.81
237.02,1,hold,-73.16,0.57
237.1,1,hold,-73.16,0.81
237.19,1,hold,-73.12,0.65
237.27,1,hold,-73.13,0.57
237.36,1,hold,-73.13,0.57
237.44,1,hold,-73.1,0.73
237.53,1,hold,-73.09,0.65
237.62,1,hold,-73.09,0.65
237.7,1,hold,-73.1,0.57
237.79,1,hold,-73.11,0.49
237.88,1,hold,-73.07,0.65
237.96,1,hold,-73.08,0.65
238.05,1,hold,-73.08,0.73
238.13,1,hold,-73.06,0.73
238.22,1,hold,-73.05,0.73
238.31,1,hold,-73.04,0.57
238.39,1,hold,-73.04,0.65
238.48,1,hold,-73.04,0.57
238.56,1,hold,-73.01,0.57
238.65,1,hold,-73.01,0.65
238.73,1,hold,-73.01,0.57
238.82,1,hold,-73.01,0.73
238.91,1,hold,-72.98,0.57
238.99,1,hold,-72.97,0.57
239.08,1,hold,-72.97,0.65
239.16,1,hold,-72.95,0.57
239.25,1,hold,-72.96,0.57
239.34,1,hold,-72.96,0.65
239.42,1,hold,-72.96,0.65
239.51,1,hold,-72.96,0.57
239.59,1,hold,-72.92,0.49
239.68,1,hold,-72.92,0.65
239.76,1,hold,-72.92,0.65
239.85,1,hold,-72.91,0.65
239.93,1,hold,-72.88,0.49
240.02,1,hold,-72.89,0.49
240.1,1,hold,-72.88,0.49
240.19,1,hold,-72.88,0.57
240.27,1,hold,-72.87,0.65
240.36,1,hold,-72.86,0.57
240.45,1,hold,-72.86,0.57
240.53,1,hold,-72.86,0.73
240.62,1,hold,-72.82,0.49
240.7,1,hold,-72.83,0.49
240.79,1,hold,-72.84,0.65
240.87,1,hold,-72.81,0.65
240.96,1,hold,-72.8,0.65
241.05,1,hold,-72.81,0.57
241.13,1,hold,-72.79,0.49
241.22,1,hold,-72.78,0.49
241.3,1,hold,-72.78,0.49
241.39,1,hold,-72.78,0.57
241.47,1,hold,-72.76,0.65
241.56,1,hold,-72.75,0.65
241.65,1,hold,-72.74,0.57
241.73,1,hold,-72.74,0.73
241.82,1,hold,-72.73,0.65
241.9,1,hold,-72.73,0.57
241.99,1,hold,-72.72,0.49
242.08,1,hold,-72.7,0.73
242.16,1,hold,-72.71,0.65
242.25,1,hold,-72.69,0.65
242.33,1,hold,-72.69,0.57
242.42,1,hold,-72.68,0.73
242.51,1,hold,-72.68,0.81
242.59,1,hold,-72.66,0.57
242.68,1,hold,-72.67,0.49
242.76,1,hold,-72.67,0.65
242.85,1,hold,-72.66,0.65
242.93,1,hold,-72.64,0.57
243.02,1,hold,-72.62,0.57
243.11,1,hold,-72.62,0.57
243.19,1,hold,-72.64,0.57
243.28,1,hold,-72.6,0.57
243.36,1,hold,-72.61,0.73
243.45,1,hold,-72.6,0.57
243.54,1,hold,-72.6,0.49
243.62,1,hold,-72.57,0.57
243.71,1,hold,-72.57,0.73
243.79,1,hold,-72.57,0.49
243.88,1,hold,-72.54,0.65
243.96,1,hold,-72.55,0.49
244.05,1,hold,-72.54,0.73
244.14,1,hold,-72.55,0.81
244.22,1,hold,-72.55,0.57
244.31,1,hold,-72.51,0.49
244.39,1,hold,-72.51,0.65
244.48,1,hold,-72.51,0.57
244.57,1,hold,-72.51,0.65
244.65,1,hold,-72.47,0.65
244.74,1,hold,-72.49,0.65
244.82,1,hold,-72.5,0.49
244.91,1,hold,-72.46,0.49
244.99,1,hold,-72.46,0.57
245.08,1,hold,-72.45,0.65
245.17,1,hold,-72.46,0.65
245.25,1,hold,-72.46,0.65
245.34,1,hold,-72.44,0.57
245.42,1,hold,-72.43,0.57
245.51,1,hold,-72.43,0.65
245.59,1,hold,-72.42,0.65
245.68,1,hold,-72.41,0.57
245.77,1,hold,-72.39,0.57
245.85,1,hold,-72.41,0.65
245.94,1,hold,-72.39,0.73
246.02,1,hold,-72.37,0.73
246.11,1,hold,-72.37,0.57
246.19,1,hold,-72.36,0.49
246.28,1,hold,-72.36,0.73
246.37,1,hold,-72.33,0.73
246.46,1,hold,-72.34,0.49
246.54,1,hold,-72.32,0.65
246.63,1,hold,-72.34,0.49
246.72,1,hold,-72.31,0.73
246.8,1,hold,-72.31,0.65
246.89,1,hold,-72.32,0.49
246.97,1,hold,-72.31,0.49
247.06,1,hold,-72.32,0.57
247.15,1,hold,-72.29,0.49
247.23,1,hold,-72.29,0.65
247.31,1,hold,-72.29,0.65
247.4,1,hold,-72.26,0.65
247.49,1,hold,-72.25,0.57
247.57,1,hold,-72.26,0.57
247.66,1,hold,-72.24,0.65
247.75,1,hold,-72.22,0.65
247.83,1,hold,-72.22,0.57
247.92,1,hold,-72.23,0.57
248.0,1,hold,-72.19,0.65
248.09,1,hold,-72.19,0.65
248.18,1,hold,-72.2,0.41
248.26,1,hold,-72.19,0.49
248.35,1,hold,-72.18,0.49
248.43,1,hold,-72.19,0.49
248.52,1,hold,-72.17,0.65
248.6,1,hold,-72.16,0.65
248.69,1,hold,-72.17,0.57
248.77,1,hold,-72.16,0.73
248.86,1,hold,-72.13,0.57
248.94,1,hold,-72.14,0.81
249.03,1,hold,-72.13,0.73
249.12,1,hold,-72.11,0.73
249.2,1,hold,-72.11,0.49
249.29,1,hold,-72.11,0.65
249.37,1,hold,-72.11,0.65
249.46,1,hold,-72.1,0.49
249.54,1,hold,-72.08,0.57
249.63,1,hold,-72.08,0.57
249.72,1,hold,-72.07,0.57
249.8,1,hold,-72.06,0.57
249.89,1,hold,-72.05,0.57
249.97,1,hold,-72.04,0.57
250.06,1,hold,-72.05,0.49
250.14,1,hold,-72.03,0.65
250.23,1,hold,-72.02,0.65
250.31,1,hold,-72.02,0.57
250.4,1,hold,-72.03,0.65
250.48,1,hold,-72.02,0.57
250.57,1,hold,-71.99,0.65
250.66,1,hold,-71.99,0.49
250.74,1,hold,-71.99,0.73
250.83,1,hold,-71.97,0.65
250.91,1,hold,-71.96,0.49
251.0,1,hold,-71.96,0.49
251.08,1,hold,-71.96,0.57
251.17,1,hold,-71.96,0.73
251.25,1,hold,-71.94,0.65
251.34,1,hold,-71.93,0.57
251.43,1,hold,-71.92,0.57
251.51,1,hold,-71.94,0.73
251.6,1,hold,-71.91,0.65
251.69,1,hold,-71.9,0.65
251.77,1,hold,-71.9,0.57
251.85,1,hold,-71.91,0.57
251.94,1,hold,-71.91,0.73
252.03,1,hold,-71.88,0.57
252.11,1,hold,-71.88,0.65
252.2,1,hold,-71.88,0.57
252.29,1,hold,-71.85,0.73
252.37,1,hold,-71.85,0.65
252.46,1,hold,-71.86,0.65
252.54,1,hold,-71.84,0.57
252.63,1,hold,-71.82,0.57
252.72,1,hold,-71.81,0.73
252.8,1,hold,-71.82,0.49
252.89,1,hold,-71.83,0.65
252.98,1,hold,-71.79,0.57
253.06,1,hold,-71.79,0.57
253.14,1,hold,-71.79,0.73
253.23,1,hold,-71.79,0.73
253.32,1,hold,-71.78,0.65
253.4,1,hold,-71.76,0.65
253.49,1,hold,-71.76,0.73
253.57,1,hold,-71.76,0.73
253.66,1,hold,-71.76,0.81
253.74,1,hold,-71.74,0.57
253.83,1,hold,-71.73,0.57
253.92,1,hold,-71.74,0.57
254.0,1,hold,-71.73,0.81
254.09,1,hold,-71.7,0.57
254.18,1,hold,-71.69,0.57
254.26,1,hold,-71.71,0.49
254.35,1,hold,-71.71,0.65
254.43,1,hold,-71.67,0.73
254.52,1,hold,-71.67,0.49
254.61,1,hold,-71.68,0.49
254.69,1,hold,-71.67,0.49
254.78,1,hold,-71.66,0.65
254.86,1,hold,-71.63,0.65
254.95,1,hold,-71.63,0.65
255.03,1,hold,-71.65,0.49
255.12,1,hold,-71.61,0.73
255.2,1,hold,-71.62,0.49
255.29,1,hold,-71.62,0.57
255.38,1,hold,-71.61,0.65
255.46,1,hold,-71.59,0.57
255.55,1,hold,-71.59,0.65
255.63,1,hold,-71.59,0.65
255.72,1,hold,-71.58,0.57
255.8,1,hold,-71.59,0.49
255.89,1,hold,-71.56,0.65
255.98,1,hold,-71.56,0.57
256.06,1,hold,-71.55,0.57
256.15,1,hold,-71.56,0.57
256.23,1,hold,-71.53,0.57
256.32,1,hold,-71.52,0.49
256.4,1,hold,-71.52,0.57
256.49,1,hold,-71.54,0.57
256.58,1,hold,-71.52,0.57
256.66,1,hold,-71.51,0.73
256.75,1,hold,-71.49,0.49
256.83,1,hold,-71.49,0.73
256.92,1,hold,-71.49,0.49
257.0,1,hold,-71.49,0.73
257.09,1,hold,-71.47,0.57
257.17,1,hold,-71.47,0.57
257.26,1,hold,-71.47,0.65
257.35,1,hold,-71.46,0.49
257.43,1,hold,-71.43,0.49
257.52,1,hold,-71.43,0.57
257.6,1,hold,-71.44,0.57
257.69,1,hold,-71.43,0.49
257.77,1,hold,-71.42,0.49
257.86,1,hold,-71.42,0.57
257.95,1,hold,-71.4,0.65
258.03,1,hold,-71.41,0.57
258.12,1,hold,-71.39,0.57
258.2,1,hold,-71.39,0.73
258.29,1,hold,-71.39,0.73
258.37,1,hold,-71.38,0.65
258.46,1,hold,-71.38,0.65
258.55,1,hold,-71.34,0.65
258.63,1,hold,-71.35,0.73
258.72,1,hold,-71.36,0.57
258.8,1,hold,-71.34,0.65
258.89,1,hold,-71.31,0.73
258.97,1,hold,-71.33,0.65
259.06,1,hold,-71.32,0.57
259.14,1,hold,-71.29,0.65
259.23,1,hold,-71.3,0.65
259.32,1,hold,-71.3,0.65
259.4,1,hold,-71.29,0.65
259.49,1,hold,-71.27,0.57
259.57,1,hold,-71.27,0.57
259.66,1,hold,-71.27,0.49
259.75,1,hold,-71.27,0.57
259.83,1,hold,-71.25,0.57
259.92,1,hold,-71.23,0.49
260.0,1,hold,-71.24,0.57
260.09,1,hold,-71.24,0.65
260.17,1,hold,-71.22,0.73
260.26,1,hold,-71.22,0.73
260.34,1,hold,-71.21,0.57
260.43,1,hold,-71.21,0.57
260.52,1,hold,-71.21,0.65
260.6,1,hold,-71.18,0.73
260.69,1,hold,-71.17,0.49
260.77,1,hold,-71.17,0.49
260.86,1,hold,-71.16,0.65
260.95,1,hold,-71.16,0.57
261.03,1,hold,-71.14,0.57
261.12,1,hold,-71.15,0.57
261.2,1,hold,-71.15,0.73
261.29,1,hold,-71.12,0.65
261.38,1,hold,-71.11,0.65
261.46,1,hold,-71.11,0.65
261.55,1,hold,-71.12,0.65
261.63,1,hold,-71.12,0.65
261.72,1,hold,-71.09,0.57
261.8,1,hold,-71.08,0.57
261.89,1,hold,-71.09,0.49
261.97,1,hold,-71.07,0.65
262.06,1,hold,-71.08,0.65
262.14,1,hold,-71.07,0.57
262.23,1,hold,-71.06,0.57
262.32,1,hold,-71.06,0.57
262.41,1,hold,-71.04,0.73
262.49,1,hold,-71.04,0.49
262.58,1,hold,-71.04,0.57
262.66,1,hold,-71.02,0.57
262.75,1,hold,-71.02,0.57
262.84,1,hold,-71.0,0.73
262.92,1,hold,-71.01,0.57
263.01,1,hold,-71.01,0.57
263.09,1,hold,-70.98,0.49
263.18,1,hold,-70.97,0.73
263.27,1,hold,-70.97,0.65
263.35,1,hold,-70.98,0.49
263.44,1,hold,-70.94,0.65
263.52,1,hold,-70.96,0.65
263.61,1,hold,-70.94,0.57
263.69,1,hold,-70.94,0.57
263.78,1,hold,-70.95,0.57
263.87,1,hold,-70.92,0.49
263.95,1,hold,-70.91,0.65
264.04,1,hold,-70.92,0.73
264.12,1,hold,-70.89,0.73
264.21,1,hold,-70.88,0.65
264.29,1,hold,-70.89,0.73
264.38,1,hold,-70.89,0.49
264.46,1,hold,-70.89,0.57
264.55,1,hold,-70.86,0.65
264.64,1,hold,-70.86,0.49
264.72,1,hold,-70.86,0.57
264.81,1,hold,-70.85,0.57
264.89,1,hold,-70.84,0.57
264.98,1,hold,-70.82,0.49
265.06,1,hold,-70.82,0.49
265.15,1,hold,-70.82,0.65
265.23,1,hold,-70.83,0.73
265.32,1,hold,-70.8,0.57
265.41,1,hold,-70.79,0.49
265.49,1,hold,-70.8,0.49
265.58,1,hold,-70.79,0.65
265.66,1,hold,-70.77,0.57
265.75,1,hold,-70.77,0.49
265.84,1,hold,-70.77,0.65
265.92,1,hold,-70.76,0.65
266.01,1,hold,-70.75,0.73
266.09,1,hold,-70.74,0.65
266.18,1,hold,-70.74,0.73
266.26,1,hold,-70.74,0.65
266.35,1,hold,-70.7,0.65
266.44,1,hold,-70.72,0.65
266.52,1,hold,-70.72,0.57
266.61,1,hold,-70.72,0.57
266.69,1,hold,-70.72,0.65
266.78,1,hold,-70.69,0.57
266.87,1,hold,-70.68,0.65
266.95,1,hold,-70.69,0.73
267.04,1,hold,-70.67,0.57
267.12,1,hold,-70.64,0.73
267.21,1,hold,-70.66,0.49
267.29,1,hold,-70.65,0.49
267.38,1,hold,-70.64,0.57
267.47,1,hold,-70.62,0.49
267.55,1,hold,-70.64,0.57
267.64,1,hold,-70.62,0.49
267.72,1,hold,-70.62,0.57
267.81,1,hold,-70.59,0.57
267.89,1,hold,-70.61,0.57
267.98,1,hold,-70.61,0.65
268.06,1,hold,-70.61,0.65
268.15,1,hold,-70.57,0.65
268.24,1,hold,-70.56,0.73
268.32,1,hold,-70.56,0.65
268.41,1,hold,-70.57,0.65
268.5,1,hold,-70.57,0.73
268.58,1,hold,-70.53,0.49
268.67,1,hold,-70.55,0.57
268.75,1,hold,-70.54,0.73
268.84,1,hold,-70.52,0.57
268.92,1,hold,-70.51,0.65
269.01,1,hold,-70.52,0.65
269.09,1,hold,-70.51,0.57
269.18,1,hold,-70.51,0.57
269.26,1,hold,-70.49,0.57
269.35,1,hold,-70.48,0.65
269.44,1,hold,-70.49,0.49
269.52,1,hold,-70.49,0.57
269.6,1,hold,-70.47,0.57
269.69,1,hold,-70.45,0.57
269.78,1,hold,-70.46,0.65
269.86,1,hold,-70.46,0.49
269.95,1,hold,-70.46,0.65
270.03,1,hold,-70.43,0.49
270.12,1,hold,-70.42,0.49
270.21,1,hold,-70.43,0.73
270.29,1,hold,-70.44,0.65
270.38,1,hold,-70.42,0.57
270.46,1,hold,-70.4,0.65
270.55,1,hold,-70.4,0.57
270.63,1,hold,-70.4,0.49
270.72,1,hold,-70.39,0.49
270.81,1,hold,-70.37,0.81
270.89,1,hold,-70.37,0.57
270.98,1,hold,-70.36,0.57
271.07,1,hold,-70.34,0.65
271.15,1,hold,-70.34,0.57
271.23,1,hold,-70.34,0.49
271.32,1,hold,-70.34,0.49
271.41,1,hold,-70.34,0.73
271.49,1,hold,-70.31,0.49
271.58,1,hold,-70.32,0.65
271.66,1,hold,-70.31,0.49
271.75,1,hold,-70.31,0.65
271.84,1,hold,-70.32,0.57
271.92,1,hold,-70.28,0.65
272.01,1,hold,-70.28,0.73
272.09,1,hold,-70.28,0.49
272.18,1,hold,-70.25,0.73
272.26,1,hold,-70.26,0.57
272.35,1,hold,-70.25,0.57
272.43,1,hold,-70.26,0.49
272.52,1,hold,-70.26,0.49
272.6,1,hold,-70.24,0.65
272.69,1,hold,-70.22,0.49
272.77,1,hold,-70.22,0.65
272.86,1,hold,-70.23,0.57
272.94,1,hold,-70.19,0.57
273.03,1,hold,-70.19,0.57
273.11,1,hold,-70.19,0.65
273.2,1,hold,-70.2,0.65
273.28,1,hold,-70.17,0.65
273.37,1,hold,-70.17,0.57
273.46,1,hold,-70.17,0.41
273.54,1,hold,-70.16,0.81
273.63,1,hold,-70.16,0.73
273.72,1,hold,-70.14,0.73
273.8,1,hold,-70.14,0.65
273.89,1,hold,-70.15,0.57
273.98,1,hold,-70.14,0.65
274.06,1,hold,-70.1,0.57
274.15,1,hold,-70.11,0.57
274.23,1,hold,-70.11,0.49
274.32,1,hold,-70.1,0.57
274.4,1,hold,-70.09,0.57
274.49,1,hold,-70.08,0.73
274.58,1,hold,-70.08,0.65
274.66,1,hold,-70.09,0.65
274.75,1,hold,-70.07,0.65
274.83,1,hold,-70.03,0.57
274.92,1,hold,-70.06,0.65
275.01,1,hold,-70.04,0.65
275.09,1,hold,-70.04,0.65
275.18,1,hold,-70.04,0.73
275.26,1,hold,-70.02,0.73
275.35,1,hold,-70.02,0.57
275.44,1,hold,-70.02,0.49
275.52,1,hold,-70.0,0.57
275.61,1,hold,-69.99,0.65
275.69,1,hold,-70.0,0.49
275.78,1,hold,-69.99,0.65
275.86,1,hold,-69.97,0.49
275.95,1,hold,-69.96,0.57
276.04,1,hold,-69.96,0.49
276.12,1,hold,-69.96,0.41
276.21,1,hold,-69.94,0.73
276.3,1,hold,-69.92,0.65
276.38,1,hold,-69.94,0.65
276.47,1,hold,-69.94,0.57
276.55,1,hold,-69.94,0.57
276.64,1,hold,-69.91,0.57
276.73,1,hold,-69.91,0.57
276.81,1,hold,-69.91,0.73
276.9,1,hold,-69.89,0.73
276.98,1,hold,-69.87,0.73
277.07,1,hold,-69.88,0.49
277.15,1,hold,-69.88,0.65
277.24,1,hold,-69.88,0.49
277.33,1,hold,-69.85,0.73
277.41,1,hold,-69.84,0.65
277.5,1,hold,-69.85,0.57
277.58,1,hold,-69.85,0.41
277.67,1,hold,-69.84,0.49
277.75,1,hold,-69.82,0.65
277.84,1,hold,-69.81,0.65
