t,cycle,phase,kpa,amp
586.57,39,lift,0.0,0.08
586.62,39,lift,-0.01,0.08
586.67,39,lift,-0.01,0.08
586.71,39,lift,-0.01,0.08
586.76,39,lift,-0.01,0.08
586.81,39,lift,-0.01,0.08
586.86,39,lift,-0.01,0.08
586.91,39,lift,0.0,0.08
586.95,39,lift,0.03,0.08
587.0,39,lift,0.04,0.08
587.05,39,lift,0.02,0.16
587.09,39,lift,0.03,0.08
587.14,39,lift,0.03,0.08
587.19,39,lift,0.02,0.08
587.24,39,lift,0.03,0.08
587.29,39,lift,0.03,0.08
587.33,39,lift,0.03,0.16
587.38,39,lift,0.03,0.08
587.43,39,lift,0.02,0.08
587.48,39,lift,0.03,0.16
587.52,39,lift,0.0,0.08
587.57,39,lift,0.03,0.08
587.62,39,lift,0.02,0.08
587.67,39,lift,0.01,0.08
587.72,39,lift,0.03,0.08
587.77,39,lift,0.03,0.16
587.82,39,lift,0.03,0.08
587.87,39,lift,0.03,0.16
587.92,39,lift,0.02,0.08
587.97,39,lift,0.02,0.08
588.02,39,lift,0.04,0.08
588.06,39,lift,0.02,0.08
588.11,39,lift,0.02,0.08
588.16,39,lift,0.03,0.08
588.21,39,lift,0.03,0.08
588.25,40,precharge,0.03,0.08
588.32,40,precharge,0.02,0.0
588.4,40,precharge,0.03,0.08
588.47,40,precharge,0.01,0.0
588.55,40,precharge,0.03,0.0
588.62,40,precharge,0.01,0.0
588.7,40,precharge,0.01,0.0
588.77,40,precharge,0.03,0.0
588.85,40,precharge,0.03,0.0
588.92,40,precharge,0.04,0.08
589.0,40,precharge,0.01,0.0
589.07,40,precharge,0.03,0.0
589.15,40,precharge,0.03,0.0
589.22,40,precharge,0.02,0.0
589.29,40,precharge,0.03,0.0
589.37,40,precharge,0.02,0.0
589.44,40,precharge,0.03,0.0
589.52,40,precharge,0.04,0.0
589.59,40,precharge,0.02,0.08
589.67,40,precharge,0.03,0.0
589.74,40,precharge,0.03,0.08
589.82,40,approach,0.03,0.0
589.87,40,approach,0.03,0.0
589.92,40,approach,0.01,0.0
589.96,40,approach,0.03,0.08
590.01,40,approach,0.02,0.08
590.06,40,approach,0.03,0.0
590.11,40,approach,0.03,0.08
590.15,40,approach,0.02,0.08
590.2,40,approach,0.04,0.0
590.25,40,approach,0.01,0.08
590.3,40,approach,0.03,0.08
590.34,40,approach,0.02,0.0
590.4,40,approach,0.03,0.0
590.44,40,approach,0.03,0.08
590.49,40,approach,0.03,0.0
590.54,40,approach,0.03,0.08
590.59,40,approach,0.02,0.0
590.63,40,approach,0.03,0.0
590.68,40,approach,0.02,0.08
590.73,40,approach,0.04,0.08
590.77,40,approach,0.03,0.0
590.82,40,approach,0.03,0.08
590.87,40,approach,0.03,0.08
590.92,40,approach,0.0,0.0
590.97,40,approach,0.03,0.08
591.02,40,approach,0.03,0.0
591.06,40,approach,0.02,0.0
591.11,40,approach,0.03,0.08
591.16,40,approach,0.03,0.08
591.21,40,approach,0.02,0.0
591.26,40,approach,0.02,0.08
591.3,40,approach,0.03,0.0
591.35,40,approach,0.03,0.0
591.4,40,approach,0.03,0.0
591.45,40,approach,0.03,0.08
591.5,40,approach,0.03,0.08
591.55,40,approach,0.02,0.0
591.6,40,approach,0.02,0.08
591.65,40,approach,0.04,0.08
591.7,40,approach,0.04,0.08
591.74,40,approach,0.03,0.0
591.79,40,approach,0.02,0.08
591.84,40,approach,0.01,0.08
591.89,40,approach,0.03,0.0
591.94,40,approach,0.02,0.08
591.99,40,approach,0.04,0.0
592.03,40,approach,0.03,0.08
592.08,40,approach,0.02,0.08
592.13,40,approach,0.01,0.08
592.18,40,approach,0.03,0.08
592.23,40,press,0.03,0.08
592.28,40,press,0.03,0.08
592.33,40,press,0.03,0.08
592.38,40,press,0.03,0.08
592.43,40,press,0.03,0.08
592.48,40,press,0.03,0.16
592.52,40,press,0.01,0.16
592.57,40,press,0.03,0.08
592.62,40,press,0.03,0.16
592.67,40,press,0.02,0.16
592.72,40,press,0.04,0.08
592.76,40,press,0.02,0.16
592.81,40,press,0.03,0.16
592.86,40,press,0.02,0.08
592.91,40,press,0.03,0.16
592.95,40,press,0.02,0.24
593.0,40,press,0.03,0.24
593.05,40,press,0.03,0.24
593.1,40,press,0.02,0.16
593.15,40,press,0.02,0.24
593.2,40,press,0.01,0.33
593.25,40,press,0.01,0.24
593.3,40,press,0.03,0.24
593.34,40,press,0.03,0.24
593.39,40,press,0.03,0.16
593.44,40,press,0.03,0.24
593.49,40,press,0.03,0.16
593.54,40,press,0.01,0.24
593.58,40,press,0.02,0.41
593.63,40,press,0.02,0.33
593.68,40,press,0.03,0.24
593.73,40,press,0.03,0.33
593.78,40,press,0.03,0.49
593.82,40,press,0.02,0.16
593.87,40,press,0.02,0.41
593.91,40,press,0.01,0.24
593.96,40,press,0.03,0.41
594.01,40,press,0.07,0.49
594.05,40,press,0.03,0.33
594.1,40,press,-0.01,0.24
594.15,40,press,0.02,0.24
594.19,40,press,0.0,0.65
594.24,40,press,0.04,0.33
594.28,40,press,0.03,0.33
594.33,40,press,0.04,0.33
594.38,40,press,0.03,0.16
594.42,40,press,0.03,0.33
594.46,40,press,0.03,0.24
594.51,40,press,0.04,0.33
594.55,40,press,0.03,0.24
594.6,40,press,0.03,0.33
594.64,40,press,0.03,0.24
594.68,40,press,0.01,0.33
594.73,40,press,0.01,0.16
594.77,40,press,0.02,0.33
594.82,40,press,0.03,0.33
594.87,40,press,-33.61,0.16
594.93,40,press,-56.07,0.24
594.98,40,hold,-68.4,0.16
595.07,40,hold,-71.64,0.24
595.16,40,hold,-71.47,0.16
595.24,40,hold,-71.36,0.16
595.33,40,hold,-71.28,0.16
595.41,40,hold,-71.21,0.08
595.5,40,hold,-71.19,0.24
595.59,40,hold,-71.12,0.16
595.67,40,hold,-71.11,0.16
595.76,40,hold,-71.04,0.16
595.84,40,hold,-71.01,0.24
595.93,40,hold,-70.99,0.24
596.02,40,hold,-70.95,0.16
596.1,40,hold,-70.92,0.16
596.19,40,hold,-70.9,0.24
596.27,40,hold,-70.85,0.16
596.36,40,hold,-70.84,0.08
596.44,40,hold,-70.8,0.16
596.53,40,hold,-70.81,0.16
596.61,40,hold,-70.77,0.24
596.7,40,hold,-70.75,0.16
596.78,40,hold,-70.71,0.16
596.87,40,hold,-70.69,0.16
596.95,40,hold,-70.67,0.16
597.04,40,hold,-70.65,0.08
597.12,40,hold,-70.64,0.08
597.21,40,hold,-70.64,0.16
597.3,40,hold,-70.61,0.08
597.38,40,hold,-70.58,0.08
597.46,40,hold,-70.57,0.24
597.55,40,hold,-70.56,0.24
597.64,40,hold,-70.51,0.16
597.72,40,hold,-70.51,0.16
597.81,40,hold,-70.49,0.24
597.9,40,hold,-70.49,0.08
597.98,40,hold,-70.47,0.16
598.06,40,hold,-70.42,0.16
598.15,40,hold,-70.42,0.16
598.24,40,hold,-70.41,0.16
598.32,40,hold,-70.41,0.08
598.4,40,hold,-70.37,0.16
598.49,40,hold,-70.35,0.16
598.58,40,hold,-70.34,0.08
598.66,40,hold,-70.34,0.16
598.75,40,hold,-70.31,0.16
598.83,40,hold,-70.29,0.16
598.92,40,hold,-70.28,0.08
599.0,40,hold,-70.26,0.16
599.09,40,hold,-70.26,0.16
599.18,40,hold,-70.25,0.16
599.26,40,hold,-70.24,0.08
599.35,40,hold,-70.21,0.24
599.43,40,hold,-70.21,0.16
599.52,40,hold,-70.17,0.24
599.6,40,hold,-70.18,0.16
599.69,40,hold,-70.14,0.08
599.78,40,hold,-70.16,0.16
599.86,40,hold,-70.12,0.16
599.95,40,hold,-70.12,0.16
600.02,40,vent,-70.08,0.16
600.07,40,vent,-0.86,0.16
600.11,40,vent,0.03,0.08
600.16,40,vent,0.01,0.16
600.2,40,vent,0.04,0.08
600.25,40,vent,0.04,0.16
600.29,40,vent,0.01,0.16
600.33,40,vent,0.04,0.16
600.38,40,vent,0.04,0.16
600.42,40,vent,0.04,0.16
600.47,40,vent,0.04,0.16
600.52,40,vent,0.03,0.16
600.56,40,vent,0.03,0.16
600.6,40,vent,0.03,0.16
600.65,40,vent,0.04,0.08
600.69,40,vent,0.05,0.24
600.74,40,vent,0.04,0.16
600.78,40,vent,0.04,0.08
600.83,40,vent,0.04,0.24
600.87,40,vent,0.03,0.16
600.93,40,vent,0.04,0.08
600.97,40,lift,0.04,0.24
601.02,40,lift,0.01,0.16
601.07,40,lift,0.03,0.16
601.12,40,lift,0.05,0.16
601.17,40,lift,0.0,0.0
601.21,40,lift,0.01,0.08
601.26,40,lift,0.01,0.08
601.31,40,lift,0.0,0.08
601.35,40,lift,-0.05,0.08
601.4,40,lift,0.01,0.08
601.45,40,lift,0.01,0.08
601.5,40,lift,0.03,0.08
601.55,40,lift,-0.01,0.08
601.59,40,lift,0.04,0.08
601.64,40,lift,0.01,0.08
601.69,40,lift,0.0,0.08
601.74,40,lift,0.01,0.08
601.79,40,lift,-0.01,0.08
601.84,40,lift,0.01,0.08
601.89,40,lift,0.01,0.0
601.93,40,lift,0.01,0.08
601.98,40,lift,0.02,0.08
602.03,40,lift,0.03,0.08
602.07,40,lift,0.03,0.08
602.12,40,lift,0.04,0.0
602.17,40,lift,0.04,0.08
602.22,40,lift,0.03,0.08
602.26,40,lift,0.04,0.16
602.31,40,lift,0.04,0.08
602.36,40,lift,0.03,0.08
602.41,40,lift,0.04,0.08
602.45,40,lift,0.01,0.08
602.5,40,lift,0.02,0.16
602.55,40,lift,0.03,0.08
602.6,40,lift,0.03,0.08
602.65,40,lift,0.03,0.08
602.69,40,lift,0.04,0.08
602.74,40,lift,0.01,0.08
602.78,40,lift,0.03,0.16
602.83,40,lift,0.04,0.08
602.88,40,lift,0.04,0.08
602.93,40,lift,0.04,0.16
602.98,40,lift,0.04,0.08
603.02,40,lift,0.04,0.08
603.07,40,lift,0.04,0.08
603.12,40,lift,0.04,0.08
603.17,40,lift,0.04,0.08
603.22,40,lift,0.03,0.08
603.27,40,lift,0.03,0.08
603.32,40,lift,0.04,0.08
603.36,41,precharge,0.06,0.08
603.44,41,precharge,0.05,0.0
603.51,41,precharge,0.03,0.0
603.59,41,precharge,0.05,0.08
603.66,41,precharge,0.05,0.0
603.74,41,precharge,0.06,0.08
603.81,41,precharge,0.04,0.08
603.89,41,precharge,0.06,0.0
603.96,41,precharge,0.05,0.0
604.04,41,precharge,0.05,0.0
604.11,41,precharge,0.05,0.0
604.18,41,precharge,0.04,0.08
604.26,41,precharge,0.05,0.08
604.33,41,precharge,0.04,0.0
604.41,41,precharge,0.04,0.08
604.48,41,precharge,0.04,0.0
604.56,41,precharge,0.04,0.0
604.64,41,precharge,0.03,0.08
604.71,41,precharge,0.04,0.0
604.78,41,precharge,0.04,0.0
604.86,41,precharge,0.04,0.0
604.94,41,approach,0.03,0.0
604.99,41,approach,0.03,0.0
605.03,41,approach,0.04,0.0
605.08,41,approach,0.05,0.08
605.13,41,approach,0.06,0.08
605.18,41,approach,0.03,0.0
605.23,41,approach,0.04,0.0
605.28,41,approach,0.04,0.0
605.32,41,approach,0.04,0.08
605.37,41,approach,0.03,0.0
605.42,41,approach,0.04,0.08
605.47,41,approach,0.04,0.0
605.52,41,approach,0.04,0.08
605.56,41,approach,0.04,0.08
605.61,41,approach,0.03,0.0
605.66,41,approach,0.06,0.0
605.71,41,approach,0.04,0.08
605.76,41,approach,0.06,0.0
605.81,41,approach,0.07,0.0
605.86,41,approach,0.05,0.08
605.9,41,approach,0.06,0.0
605.95,41,approach,0.05,0.0
606.0,41,approach,0.04,0.08
606.05,41,approach,0.05,0.08
606.09,41,approach,0.04,0.08
606.14,41,approach,0.06,0.08
606.19,41,approach,0.05,0.08
606.23,41,approach,0.05,0.08
606.28,41,approach,0.06,0.0
606.33,41,approach,0.05,0.08
606.38,41,approach,0.06,0.0
606.43,41,approach,0.05,0.0
606.48,41,approach,0.06,0.08
606.52,41,approach,0.04,0.0
606.57,41,approach,0.07,0.08
606.63,41,approach,0.06,0.08
606.68,41,approach,0.06,0.08
606.73,41,approach,0.06,0.08
606.77,41,approach,0.06,0.0
606.82,41,approach,0.07,0.08
606.87,41,approach,0.07,0.08
606.92,41,approach,0.05,0.0
606.97,41,approach,0.06,0.08
607.02,41,approach,0.05,0.0
607.07,41,approach,0.04,0.0
607.12,41,approach,0.04,0.08
607.16,41,approach,0.05,0.08
607.21,41,approach,0.04,0.08
607.26,41,approach,0.04,0.08
607.31,41,approach,0.04,0.08
607.36,41,press,0.04,0.08
607.4,41,press,0.02,0.08
607.45,41,press,0.05,0.08
607.5,41,press,0.04,0.16
607.55,41,press,0.06,0.16
607.6,41,press,0.04,0.08
607.64,41,press,0.05,0.16
607.69,41,press,0.04,0.08
607.74,41,press,0.04,0.16
607.79,41,press,0.04,0.16
607.84,41,press,0.04,0.08
607.88,41,press,0.04,0.24
607.93,41,press,0.04,0.08
607.98,41,press,0.04,0.16
608.03,41,press,0.06,0.24
608.07,41,press,0.04,0.16
608.12,41,press,0.04,0.24
608.17,41,press,0.03,0.16
608.22,41,press,0.03,0.33
608.26,41,press,0.04,0.24
608.32,41,press,0.06,0.33
608.36,41,press,0.04,0.16
608.41,41,press,0.02,0.24
608.46,41,press,0.04,0.16
608.51,41,press,0.04,0.16
608.56,41,press,0.05,0.33
608.61,41,press,0.04,0.24
608.65,41,press,0.04,0.24
608.7,41,press,0.04,0.57
608.75,41,press,0.04,0.41
608.8,41,press,0.04,0.24
608.84,41,press,0.06,0.24
608.89,41,press,0.06,0.16
608.94,41,press,0.02,0.16
608.99,41,press,0.04,0.33
609.03,41,press,0.05,0.57
609.08,41,press,0.06,0.33
609.13,41,press,0.11,0.41
609.17,41,press,0.06,0.41
609.22,41,press,0.06,0.49
609.27,41,press,0.05,0.41
609.31,41,press,0.06,0.16
609.36,41,press,0.04,0.41
609.4,41,press,0.04,0.24
609.45,41,press,0.04,0.33
609.49,41,press,0.04,0.33
609.54,41,press,0.02,0.33
609.58,41,press,0.03,0.41
609.62,41,press,0.04,0.41
609.67,41,press,0.04,0.33
609.71,41,press,0.04,0.33
609.76,41,press,0.04,0.33
609.8,41,press,0.04,0.24
609.85,41,press,0.03,0.24
609.89,41,press,0.04,0.24
609.94,41,press,0.03,0.24
609.99,41,press,-33.64,0.08
610.05,41,press,-56.09,0.16
610.1,41,hold,-68.37,0.16
610.19,41,hold,-71.76,0.24
610.28,41,hold,-71.55,0.24
610.36,41,hold,-71.47,0.24
610.45,41,hold,-71.41,0.08
610.53,41,hold,-71.34,0.16
610.62,41,hold,-71.31,0.16
610.71,41,hold,-71.27,0.24
610.79,41,hold,-71.21,0.16
610.88,41,hold,-71.19,0.24
610.96,41,hold,-71.14,0.16
611.05,41,hold,-71.11,0.08
611.13,41,hold,-71.08,0.16
611.22,41,hold,-71.06,0.24
611.3,41,hold,-71.03,0.16
611.39,41,hold,-71.0,0.08
611.48,41,hold,-70.99,0.24
611.56,41,hold,-70.94,0.16
611.65,41,hold,-70.94,0.08
611.73,41,hold,-70.91,0.24
611.82,41,hold,-70.88,0.16
611.9,41,hold,-70.84,0.16
611.99,41,hold,-70.84,0.16
612.08,41,hold,-70.82,0.16
612.16,41,hold,-70.8,0.08
612.25,41,hold,-70.77,0.24
612.33,41,hold,-70.77,0.24
612.42,41,hold,-70.73,0.08
612.5,41,hold,-70.7,0.08
612.59,41,hold,-70.71,0.16
612.67,41,hold,-70.67,0.08
612.76,41,hold,-70.67,0.16
612.84,41,hold,-70.65,0.16
612.93,41,hold,-70.62,0.16
613.01,41,hold,-70.6,0.16
613.1,41,hold,-70.59,0.24
613.18,41,hold,-70.57,0.24
613.27,41,hold,-70.57,0.16
613.35,41,hold,-70.53,0.08
613.44,41,hold,-70.54,0.24
613.53,41,hold,-70.51,0.24
613.61,41,hold,-70.49,0.16
613.7,41,hold,-70.46,0.08
613.79,41,hold,-70.46,0.16
613.87,41,hold,-70.43,0.16
613.96,41,hold,-70.41,0.08
614.04,41,hold,-70.42,0.24
614.13,41,hold,-70.39,0.08
614.21,41,hold,-70.39,0.16
614.3,41,hold,-70.36,0.16
614.38,41,hold,-70.36,0.16
614.47,41,hold,-70.32,0.24
614.55,41,hold,-70.34,0.24
614.64,41,hold,-70.28,0.16
614.73,41,hold,-70.3,0.16
614.81,41,hold,-70.28,0.16
614.9,41,hold,-70.26,0.16
614.98,41,hold,-70.24,0.24
615.07,41,hold,-70.24,0.16
615.14,41,vent,-70.22,0.24
615.19,41,vent,-0.97,0.24
615.23,41,vent,0.06,0.24
615.28,41,vent,0.04,0.24
615.32,41,vent,0.08,0.08
615.36,41,vent,0.08,0.24
615.41,41,vent,0.08,0.24
615.45,41,vent,0.07,0.16
615.5,41,vent,0.08,0.16
615.54,41,vent,0.06,0.24
615.59,41,vent,0.06,0.24
615.63,41,vent,0.07,0.16
615.68,41,vent,0.07,0.16
615.72,41,vent,0.06,0.16
615.76,41,vent,0.07,0.16
615.81,41,vent,0.08,0.16
615.86,41,vent,0.08,0.16
615.9,41,vent,0.07,0.24
615.94,41,vent,0.08,0.24
615.99,41,vent,0.06,0.16
616.04,41,vent,0.08,0.16
616.09,41,lift,0.07,0.24
616.13,41,lift,0.06,0.16
616.18,41,lift,0.07,0.16
616.23,41,lift,0.04,0.16
616.28,41,lift,0.08,0.16
616.32,41,lift,0.05,0.08
616.37,41,lift,0.04,0.08
616.42,41,lift,0.06,0.08
616.46,41,lift,-0.04,0.16
616.51,41,lift,0.04,0.08
616.56,41,lift,0.06,0.08
616.61,41,lift,0.06,0.08
616.65,41,lift,0.03,0.08
616.7,41,lift,0.06,0.0
616.74,41,lift,0.04,0.08
616.79,41,lift,0.04,0.0
616.84,41,lift,0.04,0.08
616.89,41,lift,0.03,0.08
616.94,41,lift,0.08,0.08
616.98,41,lift,0.04,0.08
617.03,41,lift,0.04,0.08
617.08,41,lift,0.05,0.08
617.13,41,lift,0.04,0.08
617.18,41,lift,0.08,0.08
617.22,41,lift,0.08,0.08
617.27,41,lift,0.06,0.08
617.32,41,lift,0.07,0.08
617.36,41,lift,0.07,0.08
617.41,41,lift,0.07,0.16
617.46,41,lift,0.08,0.08
617.51,41,lift,0.07,0.08
617.56,41,lift,0.08,0.08
617.6,41,lift,0.08,0.08
617.65,41,lift,0.07,0.08
617.7,41,lift,0.08,0.08
617.74,41,lift,0.07,0.08
617.8,41,lift,0.08,0.08
617.84,41,lift,0.08,0.08
617.89,41,lift,0.09,0.16
617.94,41,lift,0.08,0.08
617.98,41,lift,0.07,0.16
618.03,41,lift,0.08,0.08
618.08,41,lift,0.09,0.08
618.13,41,lift,0.07,0.16
618.18,41,lift,0.07,0.16
618.22,41,lift,0.08,0.08
618.27,41,lift,0.07,0.08
618.32,41,lift,0.08,0.08
618.37,41,lift,0.08,0.08
618.42,41,lift,0.08,0.08
618.46,42,precharge,0.11,0.0
618.54,42,precharge,0.08,0.0
618.61,42,precharge,0.14,0.0
618.69,42,precharge,0.37,0.0
618.76,42,precharge,0.11,0.0
618.84,42,precharge,0.98,0.0
618.91,42,precharge,0.19,0.0
618.99,42,precharge,0.81,0.0
619.06,42,precharge,0.28,0.0
619.14,42,precharge,0.89,0.0
619.21,42,precharge,0.26,0.0
619.29,42,precharge,0.26,0.0
619.36,42,precharge,0.19,0.0
619.43,42,precharge,0.5,0.0
619.51,42,precharge,0.27,0.0
619.58,42,precharge,0.44,0.0
619.66,42,precharge,0.16,0.0
619.73,42,precharge,0.3,0.0
619.81,42,precharge,0.17,0.0
619.88,42,precharge,0.29,0.08
619.96,42,precharge,0.52,0.08
620.03,42,approach,0.27,0.0
620.08,42,approach,0.25,0.0
620.13,42,approach,0.34,0.08
620.18,42,approach,0.32,0.0
620.23,42,approach,0.34,0.0
620.28,42,approach,0.29,0.0
620.33,42,approach,0.4,0.0
620.38,42,approach,0.45,0.0
620.42,42,approach,0.47,0.0
620.47,42,approach,0.6,0.08
620.52,42,approach,0.43,0.0
620.57,42,approach,0.43,0.08
620.61,42,approach,0.31,0.0
620.66,42,approach,0.37,0.0
620.71,42,approach,0.18,0.0
620.75,42,approach,0.43,0.0
620.81,42,approach,0.18,0.08
620.86,42,approach,0.18,0.0
620.91,42,approach,0.13,0.08
620.95,42,approach,0.27,0.0
621.0,42,approach,0.24,0.08
621.05,42,approach,0.25,0.0
621.09,42,approach,0.24,0.08
621.14,42,approach,0.24,0.0
621.19,42,approach,0.22,0.08
621.24,42,approach,0.09,0.08
621.28,42,approach,0.06,0.08
621.33,42,approach,0.18,0.0
621.38,42,approach,0.18,0.08
621.43,42,approach,0.2,0.0
621.48,42,approach,0.17,0.08
621.52,42,approach,0.19,0.08
621.57,42,approach,0.23,0.08
621.63,42,approach,0.21,0.08
621.67,42,approach,0.16,0.08
621.72,42,approach,0.14,0.0
621.77,42,approach,0.13,0.08
621.82,42,approach,0.16,0.0
621.87,42,approach,0.19,0.0
621.91,42,approach,0.1,0.0
621.96,42,approach,0.07,0.08
622.01,42,approach,0.18,0.0
622.06,42,approach,0.09,0.08
622.1,42,approach,0.09,0.16
622.16,42,approach,0.08,0.08
622.2,42,approach,0.09,0.08
622.25,42,approach,0.1,0.08
622.3,42,approach,0.1,0.08
622.35,42,approach,0.09,0.24
622.39,42,approach,0.09,0.08
622.44,42,press,0.11,0.08
622.49,42,press,0.09,0.24
622.53,42,press,0.08,0.08
622.58,42,press,0.09,0.16
622.63,42,press,0.09,0.08
622.68,42,press,0.06,0.16
622.73,42,press,0.06,0.16
622.77,42,press,0.06,0.08
622.82,42,press,0.06,0.16
622.87,42,press,0.06,0.16
622.92,42,press,0.06,0.24
622.97,42,press,0.06,0.24
623.02,42,press,0.04,0.24
623.07,42,press,0.07,0.16
623.11,42,press,0.06,0.16
623.16,42,press,0.09,0.24
623.21,42,press,0.07,0.16
623.26,42,press,0.08,0.24
623.3,42,press,0.06,0.33
623.35,42,press,0.06,0.24
623.4,42,press,0.05,0.41
623.45,42,press,0.04,0.16
623.5,42,press,0.04,0.24
623.54,42,press,0.04,0.16
623.6,42,press,0.03,0.08
623.64,42,press,0.06,0.24
623.69,42,press,0.07,0.41
623.73,42,press,0.06,0.24
623.78,42,press,0.06,0.24
623.83,42,press,0.06,0.33
623.88,42,press,0.05,0.41
623.93,42,press,0.08,0.33
623.97,42,press,0.06,0.33
624.02,42,press,0.07,0.16
624.07,42,press,0.06,0.33
624.12,42,press,0.06,0.24
624.16,42,press,0.06,0.24
624.21,42,press,0.12,0.49
624.26,42,press,0.06,0.49
624.31,42,press,0.07,0.24
624.35,42,press,0.06,0.16
624.4,42,press,0.06,0.41
624.45,42,press,0.05,0.41
624.49,42,press,0.07,0.33
624.54,42,press,0.07,0.24
624.58,42,press,0.08,0.24
624.63,42,press,0.09,0.41
624.67,42,press,0.08,0.24
624.72,42,press,0.08,0.33
624.76,42,press,0.08,0.33
624.81,42,press,0.08,0.33
624.85,42,press,0.06,0.33
624.9,42,press,0.07,0.33
624.94,42,press,0.06,0.33
624.98,42,press,0.08,0.33
625.03,42,press,0.08,0.33
625.08,42,press,-32.21,0.16
625.14,42,press,-56.19,0.08
625.19,42,hold,-68.33,0.16
625.28,42,hold,-71.62,0.16
625.36,42,hold,-71.34,0.16
625.45,42,hold,-70.46,0.16
625.54,42,hold,-70.92,0.16
625.62,42,hold,-70.89,0.16
625.71,42,hold,-70.85,0.24
625.79,42,hold,-70.79,0.16
625.88,42,hold,-70.76,0.08
625.96,42,hold,-70.72,0.16
626.05,42,hold,-70.67,0.16
626.13,42,hold,-70.64,0.16
626.22,42,hold,-70.62,0.16
626.31,42,hold,-70.59,0.16
626.39,42,hold,-70.56,0.24
626.48,42,hold,-70.52,0.16
626.57,42,hold,-70.51,0.08
626.65,42,hold,-70.47,0.08
626.74,42,hold,-70.47,0.24
626.83,42,hold,-70.46,0.16
626.91,42,hold,-70.4,0.16
627.0,42,hold,-70.37,0.16
627.08,42,hold,-70.39,0.24
627.17,42,hold,-70.36,0.16
627.25,42,hold,-70.32,0.16
627.34,42,hold,-70.31,0.16
627.43,42,hold,-70.29,0.16
627.51,42,hold,-70.28,0.08
627.6,42,hold,-70.24,0.16
627.68,42,hold,-70.24,0.16
627.77,42,hold,-70.22,0.24
627.85,42,hold,-70.22,0.24
627.94,42,hold,-70.19,0.24
628.03,42,hold,-70.15,0.08
628.11,42,hold,-70.14,0.16
628.2,42,hold,-70.12,0.16
628.28,42,hold,-70.09,0.16
628.37,42,hold,-70.09,0.16
628.46,42,hold,-70.05,0.16
628.54,42,hold,-70.04,0.16
628.63,42,hold,-70.04,0.16
628.71,42,hold,-70.01,0.16
628.8,42,hold,-70.01,0.16
628.88,42,hold,-69.97,0.16
628.97,42,hold,-69.99,0.16
629.05,42,hold,-69.95,0.16
629.14,42,hold,-69.93,0.08
629.23,42,hold,-69.92,0.16
629.31,42,hold,-69.92,0.08
629.4,42,hold,-69.89,0.24
629.48,42,hold,-69.88,0.16
629.57,42,hold,-69.87,0.16
629.65,42,hold,-69.85,0.24
629.74,42,hold,-69.82,0.08
629.83,42,hold,-69.79,0.16
629.91,42,hold,-69.8,0.16
630.0,42,hold,-69.76,0.16
630.09,42,hold,-69.77,0.08
630.17,42,hold,-69.76,0.16
630.24,42,vent,-69.74,0.16
630.29,42,vent,-0.01,0.24
630.33,42,vent,0.98,0.24
630.38,42,vent,0.92,0.16
630.42,42,vent,0.92,0.16
630.47,42,vent,0.92,0.08
630.51,42,vent,0.89,0.24
630.56,42,vent,0.91,0.16
630.6,42,vent,0.91,0.16
630.65,42,vent,0.91,0.16
630.69,42,vent,0.92,0.08
630.74,42,vent,0.92,0.16
630.78,42,vent,0.91,0.24
630.82,42,vent,0.92,0.16
630.87,42,vent,0.92,0.24
630.91,42,vent,0.92,0.16
630.96,42,vent,0.92,0.16
631.0,42,vent,0.94,0.16
631.05,42,vent,0.91,0.24
631.09,42,vent,0.92,0.24
631.15,42,vent,0.92,0.16
631.2,42,lift,0.92,0.24
631.25,42,lift,0.89,0.16
631.3,42,lift,0.92,0.16
631.35,42,lift,0.92,0.16
631.4,42,lift,0.91,0.16
631.45,42,lift,0.89,0.0
631.49,42,lift,0.9,0.08
631.54,42,lift,0.92,0.08
631.58,42,lift,0.92,0.08
631.63,42,lift,0.88,0.08
631.68,42,lift,0.91,0.08
631.73,42,lift,0.9,0.08
631.78,42,lift,0.89,0.08
631.82,42,lift,0.88,0.0
631.87,42,lift,0.9,0.08
631.92,42,lift,0.91,0.0
631.97,42,lift,0.9,0.08
632.02,42,lift,0.91,0.08
632.07,42,lift,0.9,0.08
632.11,42,lift,0.89,0.08
632.16,42,lift,0.91,0.08
632.21,42,lift,0.89,0.08
632.26,42,lift,0.91,0.08
632.31,42,lift,0.93,0.08
632.35,42,lift,0.94,0.08
632.4,42,lift,0.93,0.08
632.45,42,lift,0.93,0.08
632.49,42,lift,0.94,0.16
632.54,42,lift,0.94,0.08
632.59,42,lift,0.91,0.08
632.64,42,lift,0.92,0.16
632.68,42,lift,0.89,0.08
632.73,42,lift,0.94,0.08
632.78,42,lift,0.91,0.08
632.83,42,lift,0.91,0.24
632.87,42,lift,0.92,0.08
632.92,42,lift,0.93,0.08
632.97,42,lift,0.91,0.08
633.01,42,lift,0.91,0.08
633.06,42,lift,0.9,0.08
633.11,42,lift,0.93,0.08
633.16,42,lift,0.91,0.08
633.21,42,lift,0.93,0.08
633.25,42,lift,0.93,0.16
633.3,42,lift,0.9,0.16
633.35,42,lift,0.92,0.08
633.39,42,lift,0.92,0.16
633.44,42,lift,0.89,0.08
633.49,42,lift,0.93,0.08
633.54,42,lift,0.91,0.08
633.58,43,precharge,1.68,0.0
633.66,43,precharge,0.09,0.0
633.73,43,precharge,0.13,0.0
633.81,43,precharge,0.23,0.0
633.88,43,precharge,0.43,0.0
